what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976074825
started,bundle,org.eclipse.pde.core,3.6.2.v20110210_r362,"org.eclipse.pde.core",1302976074990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976075028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976077978
started,bundle,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser",1302976086576
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302976087190
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302976087259
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302976118302
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976121737
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976182187
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976183564
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976185313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976188490
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976191154
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976192238
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976195762
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976202052
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976208956
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302976210426
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302976225020
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302976226275
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976235525
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976236407
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976236713
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976237703
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976239818
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976245190
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1302976248889
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302976250654
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302976250802
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1302976250944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976251991
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976266318
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1302976270842
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1302976274059
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1302976274217
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976287583
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976289064
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976291893
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976293268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976300704
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976302819
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976306527
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976307242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976308602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976309482
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976312157
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976314598
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976316258
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976319063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976327813
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976328642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976329873
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976330918
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976331666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976332982
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976334148
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1302976335542
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976340227
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302976343742
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1302976343878
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976344731
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976346899
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1302976362277
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976363928
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976369437
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976374307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976436647
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976439242
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1302976891959
